codice_articolo,famiglia,capitolo,sottocapitolo,descrizione,unita_misura,prezzo_senza_sg_ut,spese_generali,oneri_sicurezza_impresa,utile_impresa,prezzo_finale,quota_manodopera,incidenza_manodopera
SAR24_PF.0013.0006.0025,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","PORTONE TAGLIAFUOCO REI 120 IN ACCIAIO SCORREVOLE VERTICALE, HVM 500/1200, LVM 500/ 3900, fino a 1,5 mq, con Omologazione di resistenza al fuoco secondo UNI EN 1634-1:2018 del DM 14/12/93, battente cieco composto da uno o più pannelli modulari maschio/femmina con struttura a sandwich 85 mm realizzati con lamiere in acciaio 8/10 verniciate o preverniciate, coibentazione interna con materassino in lana di roccia ad alta densità, maniglieria incassata rettangolare (vaschetta + vaschetta) in acciaio fin. col. nero opaco, guarnizione autoespandente fumi caldi col. nero, cassonetti laterali in lamiera elettrozincata verniciata con contrappesi in ghisa e guide verticali di scorrimento predisposti per fissaggio a tasselli, labirinto fumi perimetrale in lamiera elettrozincata verniciata, carrelli di scorrimento in acciaio su cuscinetti a sfere, piastrina termofusibile 70 x portone N.A. con sganci manuale, ammortizzatore idraulico monostelo di fine corsa, verniciatura a polvere epossipoliestere nel colore Avorio chiaro, installazione in ambienti INTERNI non esposti a sole e pioggia su parete in C.A. o CLS, apertura a scorrere verso l’alto con mazzetta >300 mm. Dato in opera completo di telaio, fissato alle murature con zanche in acciaio zincato, compreso le opere murarie e la registrazione dell’infisso.",cad.,2297.32954,344.59943,5.16899,264.1929,2906.12,102.95771,3.54%
SAR24_PF.0013.0006.0026,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","PORTONE TAGLIAFUOCO REI 120 IN ACCIAIO SCORREVOLE VERTICALE, HVM 500/1200, LVM 500/ 3900, fino a 2 mq, con Omologazione di resistenza al fuoco secondo UNI EN 1634-1:2018 del DM 14/12/93, battente cieco composto da uno o più pannelli modulari maschio/femmina con struttura a sandwich 85 mm realizzati con lamiere in acciaio 8/10 verniciate o preverniciate, coibentazione interna con materassino in lana di roccia ad alta densità, maniglieria incassata rettangolare (vaschetta + vaschetta) in acciaio fin. col. nero opaco, guarnizione autoespandente fumi caldi col. nero, cassonetti laterali in lamiera elettrozincata verniciata con contrappesi in ghisa e guide verticali di scorrimento predisposti per fissaggio a tasselli, labirinto fumi perimetrale in lamiera elettrozincata verniciata, carrelli di scorrimento in acciaio su cuscinetti a sfere, piastrina termofusibile 70 x portone N.A. con sganci manuale, ammortizzatore idraulico monostelo di fine corsa, verniciatura a polvere epossipoliestere nel colore Avorio chiaro, installazione in ambienti INTERNI non esposti a sole e pioggia su parete in C.A. o CLS, apertura a scorrere verso l’alto con mazzetta >300 mm. Dato in opera completo di telaio, fissato alle murature con zanche in acciaio zincato, compreso le opere murarie e la registrazione dell’infisso.",cad.,3103.74237,465.56136,6.98342,356.93037,3926.23,102.95771,2.62%
SAR24_PF.0013.0006.0027,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","PORTONE TAGLIAFUOCO REI 120 IN ACCIAIO SCORREVOLE VERTICALE, HVM 500/1200, LVM 500/ 3900, fino a 2,8 mq, con Omologazione di resistenza al fuoco secondo UNI EN 1634-1:2018 del DM 14/12/93, battente cieco composto da uno o più pannelli modulari maschio/femmina con struttura a sandwich 85 mm realizzati con lamiere in acciaio 8/10 verniciate o preverniciate, coibentazione interna con materassino in lana di roccia ad alta densità, maniglieria incassata rettangolare (vaschetta + vaschetta) in acciaio fin. col. nero opaco, guarnizione autoespandente fumi caldi col. nero, cassonetti laterali in lamiera elettrozincata verniciata con contrappesi in ghisa e guide verticali di scorrimento predisposti per fissaggio a tasselli, labirinto fumi perimetrale in lamiera elettrozincata verniciata, carrelli di scorrimento in acciaio su cuscinetti a sfere, piastrina termofusibile 70 x portone N.A. con sganci manuale, ammortizzatore idraulico monostelo di fine corsa, verniciatura a polvere epossipoliestere nel colore Avorio chiaro, installazione in ambienti INTERNI non esposti a sole e pioggia su parete in C.A. o CLS, apertura a scorrere verso l’alto con mazzetta >300 mm. Dato in opera completo di telaio, fissato alle murature con zanche in acciaio zincato, compreso le opere murarie e la registrazione dell’infisso.",cad.,3769.66118,565.44918,8.48174,433.51104,4768.62,102.95771,2.16%
SAR24_PF.0013.0006.0028,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","PORTONE TAGLIAFUOCO REI 120 IN ACCIAIO SCORREVOLE VERTICALE, HVM 1201/1600, LVM 500/3900, fino a 1,5 mq, con Omologazione di resistenza al fuoco secondo UNI EN 1634-1:2018 del DM 14/12/93, battente cieco composto da uno o più pannelli modulari maschio/ femmina con struttura a sandwich 85 mm realizzati con lamiere in acciaio 8/10 verniciate o preverniciate, coibentazione interna con materassino in lana di roccia ad alta densità, maniglieria incassata rettangolare (vaschetta + vaschetta) in acciaio fin. col. nero opaco, guarnizione autoespandente fumi caldi col. nero, cassonetti laterali in lamiera elettrozincata verniciata con contrappesi in ghisa e guide verticali di scorrimento predisposti per fissaggio a tasselli, labirinto fumi perimetrale in lamiera elettrozincata verniciata, carrelli di scorrimento in acciaio su cuscinetti a sfere, piastrina termofusibile 70 x portone N.A. con sganci manuale, ammortizzatore idraulico monostelo di fine corsa, verniciatura a polvere epossipoliestere nel colore Avorio chiaro, installazione in ambienti INTERNI non esposti a sole e pioggia su parete in C.A. o CLS, apertura a scorrere verso l’alto con mazzetta >300 mm. Dato in opera completo di telaio, fissato alle murature con zanche in acciaio zincato, compreso le opere murarie e la registrazione dell’infisso.",cad.,3255.65867,488.3488,7.32523,374.40075,4118.41,102.95771,2.50%
SAR24_PF.0013.0006.0029,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","PORTONE TAGLIAFUOCO REI 120 IN ACCIAIO SCORREVOLE VERTICALE, HVM 1201/1600, LVM 500/3900, fino a 2 mq, con Omologazione di resistenza al fuoco secondo UNI EN 1634-1:2018 del DM 14/12/93, battente cieco composto da uno o più pannelli modulari maschio/ femmina con struttura a sandwich 85 mm realizzati con lamiere in acciaio 8/10 verniciate o preverniciate, coibentazione interna con materassino in lana di roccia ad alta densità, maniglieria incassata rettangolare (vaschetta + vaschetta) in acciaio fin. col. nero opaco, guarnizione autoespandente fumi caldi col. nero, cassonetti laterali in lamiera elettrozincata verniciata con contrappesi in ghisa e guide verticali di scorrimento predisposti per fissaggio a tasselli, labirinto fumi perimetrale in lamiera elettrozincata verniciata, carrelli di scorrimento in acciaio su cuscinetti a sfere, piastrina termofusibile 70 x portone N.A. con sganci manuale, ammortizzatore idraulico monostelo di fine corsa, verniciatura a polvere epossipoliestere nel colore Avorio chiaro, installazione in ambienti INTERNI non esposti a sole e pioggia su parete in C.A. o CLS, apertura a scorrere verso l’alto con mazzetta >300 mm. Dato in opera completo di telaio, fissato alle murature con zanche in acciaio zincato, compreso le opere murarie e la registrazione dell’infisso.",cad.,3859.89717,578.98458,8.68477,443.88818,4882.77,102.95771,2.11%
SAR24_PF.0013.0006.0030,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","PORTONE TAGLIAFUOCO REI 120 IN ACCIAIO SCORREVOLE VERTICALE, HVM 1201/1600, LVM 500/3900, fino a 2,8 mq, con Omologazione di resistenza al fuoco secondo UNI EN 1634-1:2018 del DM 14/12/93, battente cieco composto da uno o più pannelli modulari maschio/ femmina con struttura a sandwich 85 mm realizzati con lamiere in acciaio 8/10 verniciate o preverniciate, coibentazione interna con materassino in lana di roccia ad alta densità, maniglieria incassata rettangolare (vaschetta + vaschetta) in acciaio fin. col. nero opaco, guarnizione autoespandente fumi caldi col. nero, cassonetti laterali in lamiera elettrozincata verniciata con contrappesi in ghisa e guide verticali di scorrimento predisposti per fissaggio a tasselli, labirinto fumi perimetrale in lamiera elettrozincata verniciata, carrelli di scorrimento in acciaio su cuscinetti a sfere, piastrina termofusibile 70 x portone N.A. con sganci manuale, ammortizzatore idraulico monostelo di fine corsa, verniciatura a polvere epossipoliestere nel colore Avorio chiaro, installazione in ambienti INTERNI non esposti a sole e pioggia su parete in C.A. o CLS, apertura a scorrere verso l’alto con mazzetta >300 mm. Dato in opera completo di telaio, fissato alle murature con zanche in acciaio zincato, compreso le opere murarie e la registrazione dell’infisso.",cad.,4777.1061,716.56591,10.74849,549.3672,6043.04,102.95771,1.70%
SAR24_PF.0013.0006.0031,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","PORTONE TAGLIAFUOCO REI 120 IN ACCIAIO SCORREVOLE VERTICALE, HVM 1601/2000, LVM 500/3900, fino a 1,5 mq, con Omologazione di resistenza al fuoco secondo UNI EN 1634-1:2018 del DM 14/12/93, battente cieco composto da uno o più pannelli modulari maschio/ femmina con struttura a sandwich 85 mm realizzati con lamiere in acciaio 8/10 verniciate o preverniciate, coibentazione interna con materassino in lana di roccia ad alta densità, maniglieria incassata rettangolare (vaschetta + vaschetta) in acciaio fin. col. nero opaco, guarnizione autoespandente fumi caldi col. nero, cassonetti laterali in lamiera elettrozincata verniciata con contrappesi in ghisa e guide verticali di scorrimento predisposti per fissaggio a tasselli, labirinto fumi perimetrale in lamiera elettrozincata verniciata, carrelli di scorrimento in acciaio su cuscinetti a sfere, piastrina termofusibile 70 x portone N.A. con sganci manuale, ammortizzatore idraulico monostelo di fine corsa, verniciatura a polvere epossipoliestere nel colore Avorio chiaro, installazione in ambienti INTERNI non esposti a sole e pioggia su parete in C.A. o CLS, apertura a scorrere verso l’alto con mazzetta >300 mm. Dato in opera completo di telaio, fissato alle murature con zanche in acciaio zincato, compreso le opere murarie e la registrazione dell’infisso.",cad.,3632.59384,544.88908,8.17334,417.74829,4595.23,102.95771,2.24%
SAR24_PF.0013.0006.0032,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","PORTONE TAGLIAFUOCO REI 120 IN ACCIAIO SCORREVOLE VERTICALE, HVM 1601/2000, LVM 500/3900, fino a 2 mq, con Omologazione di resistenza al fuoco secondo UNI EN 1634-1:2018 del DM 14/12/93, battente cieco composto da uno o più pannelli modulari maschio/femmina con struttura a sandwich 85 mm realizzati con lamiere in acciaio 8/10 verniciate o preverniciate, coibentazione interna con materassino in lana di roccia ad alta densità, maniglieria incassata rettangolare (vaschetta + vaschetta) in acciaio fin. col. nero opaco, guarnizione autoespandente fumi caldi col. nero, cassonetti laterali in lamiera elettrozincata verniciata con contrappesi in ghisa e guide verticali di scorrimento predisposti per fissaggio a tasselli, labirinto fumi perimetrale in lamiera elettrozincata verniciata, carrelli di scorrimento in acciaio su cuscinetti a sfere, piastrina termofusibile 70 x portone N.A. con sganci manuale, ammortizzatore idraulico monostelo di fine corsa, verniciatura a polvere epossipoliestere nel colore Avorio chiaro, installazione in ambienti INTERNI non esposti a sole e pioggia su parete in C.A. o CLS, apertura a scorrere verso l’alto con mazzetta >300 mm. Dato in opera completo di telaio, fissato alle murature con zanche in acciaio zincato, compreso le opere murarie e la registrazione dell’infisso.",cad.,4210.56111,631.58417,9.47376,484.21453,5326.36,102.95771,1.93%
SAR24_PF.0013.0006.0033,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","PORTONE TAGLIAFUOCO REI 120 IN ACCIAIO SCORREVOLE VERTICALE, HVM 1601/2000, LVM 500/3900, fino a 2,8 mq, con Omologazione di resistenza al fuoco secondo UNI EN 1634-1:2018 del DM 14/12/93, battente cieco composto da uno o più pannelli modulari maschio/ femmina con struttura a sandwich 85 mm realizzati con lamiere in acciaio 8/10 verniciate o preverniciate, coibentazione interna con materassino in lana di roccia ad alta densità, maniglieria incassata rettangolare (vaschetta + vaschetta) in acciaio fin. col. nero opaco, guarnizione autoespandente fumi caldi col. nero, cassonetti laterali in lamiera elettrozincata verniciata con contrappesi in ghisa e guide verticali di scorrimento predisposti per fissaggio a tasselli, labirinto fumi perimetrale in lamiera elettrozincata verniciata, carrelli di scorrimento in acciaio su cuscinetti a sfere, piastrina termofusibile 70 x portone N.A. con sganci manuale, ammortizzatore idraulico monostelo di fine corsa, verniciatura a polvere epossipoliestere nel colore Avorio chiaro, installazione in ambienti INTERNI non esposti a sole e pioggia su parete in C.A. o CLS, apertura a scorrere verso l’alto con mazzetta >300 mm. Dato in opera completo di telaio, fissato alle murature con zanche in acciaio zincato, compreso le opere murarie e la registrazione dell’infisso.",cad.,5381.3446,807.20169,12.10803,618.85463,6807.4,102.95771,1.51%
SAR24_PF.0013.0006.0034,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","MOTORE 600 NW PER PORTONE TAGLIAFUOCO, max 7,5 m² o H=2440 mm. Kit motore 600 NW in autoapprendimento comprensivo di: 1 telecomando, scheda ricevente, 1 coppia di fotocellule, 1 guida unica di scorrimento in acciaio, trasmissione a cinghia.",cad.,641.76999,96.2655,1.44398,73.80355,811.84,69.2555,8.53%
SAR24_PF.0013.0006.0035,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","PORTA BASCULANTE IN LAMIERA D’ACCIAIO ZINCATO STAMPATO, spessore mm 8/10, completa di telaio monoblocco, contrappesi, maniglia fissa e serratura; data in opera compreso il fissaggio del telaio alle murature con zanche d’acciaio zincato, le opere murarie e la registrazione di apertura-chiusura larghezza da 2.00 a 3.60 per altezza da 2.00 a 2.70",m²,208.41167,31.26175,0.46893,23.96734,263.64,52.91652,20.07%
SAR24_PF.0013.0006.0036,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","PORTA BASCULANTE IN LAMIERA D’ACCIAIO ZINCATO STAMPATO, spessore mm 8/10, completa di telaio monoblocco, contrappesi, maniglia fissa e serratura; data in opera compreso il fissaggio del telaio alle murature con zanche d’acciaio zincato, le opere murarie e la registrazione di apertura-chiusura larghezza da 3.60 a 4.50 per altezza da 2.10 a 2.70",m²,248.4268,37.26402,0.55896,28.56908,314.26,52.91652,16.84%
SAR24_PF.0013.0006.0037,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","PORTA BASCULANTE IN LAMIERA D’ACCIAIO ZINCATO STAMPATO, spessore mm 8/10, completa di telaio monoblocco, contrappesi, maniglia fissa e serratura; data in opera compreso il fissaggio del telaio alle murature con zanche d’acciaio zincato, le opere murarie e la registrazione di apertura-chiusura larghezza da 4.50 a 5.00 per altezza da 2.10 a 2.70",m²,271.29258,40.69389,0.61041,31.19865,343.19,52.91652,15.42%
SAR24_PF.0013.0006.0038,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","SERRANDA AD AVVOLGERE A GIORNO COSTITUITA DA MAGLIE DI FERRO IN ELEMENTI TUBOLARI ZINCATI, completa di rullo, guide verticali in acciaio, molle di compensazione, maniglia e serratrura; data in opera compreso il fissaggio delle guide alle murature con zanche d’acciaio zincato, le opere murarie e la registrazione di apertura-chiusura",m²,230.51761,34.57764,0.51866,26.50952,291.6,52.91652,18.15%
SAR24_PF.0013.0006.0039,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","MOTORIZZAZIONE ELETTROMECCANICA PER PORTA BASCULANTE, dimensioni massime 3.20x2.50 di altezza, ad uso non intensivo, completa di centralina di controllo, radio ricevente-trasmittente monocanale con sblocco esterno a chiave, timer di chiusura automatica e lampada di illuminazione; data in opera compreso le opere murarie, la registrazione e il collaudo di apertura-chiusura",cad.,2010.40159,301.56024,4.5234,231.19618,2543.16,89.80869,3.53%
SAR24_PF.0013.0006.0040,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","MOTORIZZAZIONE ELETTROMECCANICA PER SERRADA AD AVVOLGERE, ad uso intensivo, completa di dispositivo anticaduta, centralina di controllo, radio ricevente- trasmittente, cellula fotoelettrica, antenna, lampeggiatore e pulsantiera; data in opera compreso le opere murarie, la registrazione e il collaudo di apertura- chiusura portata 350 kg",cad.,2924.72715,438.70907,6.58064,336.34362,3699.78,112.3636,3.04%
SAR24_PF.0013.0006.0041,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","MOTORIZZAZIONE ELETTROMECCANICA PER SERRADA AD AVVOLGERE, ad uso intensivo, completa di dispositivo anticaduta, centralina di controllo, radio ricevente- trasmittente, cellula fotoelettrica, antenna, lampeggiatore e pulsantiera; data in opera compreso le opere murarie, la registrazione e il collaudo di apertura- chiusura portata 750 kg",cad.,3164.59499,474.68925,7.12034,363.92842,4003.21,112.3636,2.81%
SAR24_PF.0013.0006.0042,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","MOTORIZZAZIONE ELETTRICA SU RULLO PER SERRADA AD AVVOLGERE, ad uso non intensivo, completa di freno, selettore, pulsantiera o chiave; data in opera compreso la registrazione e il collaudo di apertura-chiusura portata 350 kg",cad.,537.66913,80.65037,1.20976,61.83195,680.15,56.28325,8.28%
SAR24_PF.0013.0006.0043,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","MOTORIZZAZIONE ELETTRICA SU RULLO PER SERRADA AD AVVOLGERE, ad uso non intensivo, completa di freno, selettore, pulsantiera o chiave; data in opera compreso la registrazione e il collaudo di apertura-chiusura portata 700 kg, con due motori",cad.,937.44886,140.61733,2.10926,107.80662,1185.87,56.28325,4.75%
SAR24_PF.0013.0006.0044,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","SERRANDA SCORREVOLE AD ELEMENTI IN LAMIERA D’ACCIAIO ZINCATO, completa di guida superiore, ruote a cuscinetto, angolare inferiore con perno da murare, serratura e maniglia; data in opera compreso le opere murarie e la registrazione di apertura- chiusura spessore 8/10 mm",m²,206.91444,31.03717,0.46556,23.79516,261.75,27.13175,10.37%
SAR24_PF.0013.0006.0045,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","SERRANDA SCORREVOLE AD ELEMENTI IN LAMIERA D’ACCIAIO ZINCATO, completa di guida superiore, ruote a cuscinetto, angolare inferiore con perno da murare, serratura e maniglia; data in opera compreso le opere murarie e la registrazione di apertura- chiusura spessore 10/10 mm",m²,229.78023,34.46703,0.51701,26.42473,290.67,27.13175,9.33%
SAR24_PF.0013.0006.0046,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","CANCELLETTO RIDUCIBILE REALIZZATO CON DOGHE IN LAMIERA D’ACCIAIO ZINCATO, spessore 12/10 mm, completo di guida di scorrimento fissa e serratura, dato in opera compreso le opere murarie e la registrazione di apertura-chiusura",m²,195.48155,29.32223,0.43983,22.48038,247.28,27.13175,10.97%
SAR24_PF.0013.0006.0047,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","Barriera automatica con sistema di rilevamento ostacolo ad encoder magnetico con inversione del movimento anche negli ultimi 5 cm di corsa, rallentamento in apertura e chiusura, conforme norma EN 60335-2-103. Costituita da corpo in alluminio e acciaio, incluso piastra di fissaggio da interrare, adesivi, centrale elettronica incorporata, sistema a sblocco manuale con chiave, batteria tampone. Centrale elettronica con funzioni di autoapprendimento corsa, chiusura automatica, funzione park per controllo parcheggio, sistema gestione fotocellule, encoder, lampeggiatore. Funzionamento continuo (180 cicli) in mancanza di corrente. Apertura in 3 secondi. Con asta telescopica fino a 3,00 m. Dato in opera completo di opere murarie e collegamenti elettrici, con esclusione delle linee di alimentazione",cad.,322.35891,48.35384,0.72531,37.07127,407.78,106.21481,26.05%
SAR24_PF.0013.0006.0048,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","Barriera automatica con sistema di rilevamento ostacolo ad encoder magnetico con inversione del movimento anche negli ultimi 5 cm di corsa, rallentamento in apertura e chiusura, conforme norma EN 60335-2-103. Costituita da corpo in alluminio e acciaio, incluso piastra di fissaggio da interrare, adesivi, centrale elettronica incorporata, sistema a sblocco manuale con chiave, batteria tampone. Centrale elettronica con funzioni di autoapprendimento corsa, chiusura automatica, funzione park per controllo parcheggio, sistema gestione fotocellule, encoder, lampeggiatore. Funzionamento continuo (180 cicli) in mancanza di corrente. Apertura in 3 secondi.Con asta telescopica fino a 4,00 m. Dato in opera completo di opere murarie e collegamenti elettrici, con esclusione delle linee di alimentazione",cad.,393.17704,58.97656,0.88465,45.21536,497.37,106.21481,21.36%
SAR24_PF.0013.0006.0049,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","Barriera automatica con sistema di rilevamento ostacolo ad encoder magnetico con inversione del movimento anche negli ultimi 5 cm di corsa, rallentamento in apertura e chiusura, conforme norma EN 60335-2-103. Costituita da corpo in alluminio e acciaio con trattamento di cataforesi e verniciatura termoindurente, incluso piastra di fissaggio da interrare, adesivi, centrale elettronica e lampeggiatore incorporata, sistema a sblocco manuale con chiave, batteria tampone. Centrale elettronica con funzioni di autoapprendimento corsa, chiusura automatica, funzione park per controllo parcheggio, sistema gestione fotocellule, encoder, lampeggiatore. Funzionamento continuo (180 cicli) in mancanza di corrente. Apertura in max. 2 secondi, adatta per uso intensivo. Con asta telescopica fino a 4,00 m. Dato in opera completo di opere murarie e collegamenti elettrici, con esclusione delle linee di alimentazione",cad.,436.58169,65.48725,0.98231,50.20689,552.28,106.21481,19.23%
SAR24_PF.0013.0006.0050,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","Barriera automatica con sistema di rilevamento ostacolo ad encoder magnetico con inversione del movimento anche negli ultimi 5 cm di corsa, rallentamento in apertura e chiusura, conforme norma EN 60335-2-103. Costituita da corpo in alluminio e acciaio con trattamento di cataforesi e verniciatura termoindurente, incluso piastra di fissaggio da interrare, adesivi, centrale elettronica e lampeggiatore incorporata, sistema a sblocco manuale con chiave, batteria tampone. Centrale elettronica con funzioni di autoapprendimento corsa, chiusura automatica, funzione park per controllo parcheggio, sistema gestione fotocellule, encoder, lampeggiatore. Funzionamento continuo (180 cicli) in mancanza di corrente. Apertura in max. 3 secondi, adatta per uso intensivo. Con asta telescopica fino a 5,00 m. Dato in opera completo di opere murarie e collegamenti elettrici, con esclusione delle linee di alimentazione",cad.,459.42625,68.91394,1.03371,52.83402,581.17,106.21481,18.28%
SAR24_PF.0013.0006.0051,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","Barriera automatica con sistema di rilevamento ostacolo ad encoder magnetico con inversione del movimento anche negli ultimi 5 cm di corsa, rallentamento in apertura e chiusura, conforme norma EN 60335-2-103. Costituita da corpo in alluminio e acciaio con trattamento di cataforesi e verniciatura termoindurente, incluso piastra di fissaggio da interrare, adesivi, centrale elettronica e lampeggiatore incorporata, sistema a sblocco manuale con chiave, batteria tampone. Centrale elettronica con funzioni di autoapprendimento corsa, chiusura automatica, funzione park per controllo parcheggio, sistema gestione fotocellule, encoder, lampeggiatore. Funzionamento continuo (180 cicli) in mancanza di corrente. Apertura in max. 3 secondi, adatta per uso intensivo. Con asta telescopica fino a 6,00 m. Dato in opera completo di opere murarie e collegamenti elettrici, con esclusione delle linee di alimentazione",cad.,482.27081,72.34062,1.08511,55.46114,610.07,106.21481,17.41%
SAR24_PF.0013.0006.0052,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","Automatismo per cancelli a battente costituito da due operatori oleodinamici reversibili con blocco in chiusura per cancello a battente con peso anta max 300 kg e lunghezza anta fino a 1,80 m, completo di quadro elettronico IP55, antenna, telecomando, coppia di fotocellule, selettore a chiave, lampeggiatore, cartello segnalatore conforme normativa antinfortunistica. Dato in opera completo di opere murarie e collegamenti elettrici, con esclusione delle linee di alimentazione",cad.,328.07005,49.21051,0.73816,37.72806,415.01,106.21481,25.59%
SAR24_PF.0013.0006.0053,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","Automatismo per cancelli a battente costituito da due operatori oleodinamici reversibili con blocco in chiusura per cancello a battente con peso anta max 300 kg e lunghezza anta fino a 2,50 m, completo di quadro elettronico IP55, antenna, telecomando, coppia di fotocellule, selettore a chiave, lampeggiatore, cartello segnalatore conforme normativa antinfortunistica. Dato in opera completo di opere murarie e collegamenti elettrici, con esclusione delle linee di alimentazione",cad.,379.4703,56.92054,0.85381,43.63908,480.03,106.21481,22.13%
SAR24_PF.0013.0006.0054,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","Automatismo per cancelli a battente costituito da due operatori oleodinamici reversibili con blocco in apertura e chiusura per cancello a battente con peso anta max 400 kg e lunghezza anta fino a 7,00 m, completo di quadro elettronico IP55, antenna, telecomando, coppia di fotocellule, selettore a chiave, lampeggiatore, cartello segnalatore conforme normativa antinfortunistica. Dato in opera completo di opere murarie e collegamenti elettrici, con esclusione delle linee di alimentazione",cad.,633.55644,95.03347,1.4255,72.85899,801.45,106.21481,13.25%
SAR24_PF.0013.0006.0055,PF,EDILIZIA,"SERRAMENTI INTERNI ED ESTERNI CON PERSIANE, PORTELLONI, E ACCESSORI","PORTA BASCULANTE in lamiera d’acciaio zincata, skinpassata, primerizzata, preverniciata con vernice poliuretanica polimerizzata a forno a 140 C colore chiaro protetta con film in PVC. Lamiera conforme norme EN 10147 e EN 10169 resistente a corrosione superiore a 1000 ore in camera umidostatica. Telaio perimetrale da fissare a zanche universali composto da: spalle mm 100-125, traversa superiore mm 120 e traversa inferiore asportabile. Carter in lamiera d’acciaio preverniciata a protezione dei contrappesi in cemento, da fissare al telaio. Battente realizzato con doghe profilate in lamiera d’acciaio preverniciata e graffate a punto freddo, con rinforzi orizzontali di collegamento. Equipaggiata di sistema di sicurezza anticaduta, serratura a cilindro tipo europeo fino a 3 punti di chiusura, maniglie in PVC nero, interna ed esterna nella parte superiore e maniglia a ponte nella parte inferiore con cordino per manovra manuale. Valutata a m² di vano architettonico misurato sul filo esterno del prospetto, per dimensioni del vano muro L x H fino a mm 3000 x 2500 con minimo fatturazione 6,0 mq. Dato in opera completo di telaio, fissato alle murature con zanche in acciaio zincato, compreso le opere murarie e la registrazione dell’infisso.",m²,249.02881,37.35432,0.56031,28.63831,315.02,106.21481,33.72%
