codice_analisi,codice_elemento,quantita,prezzo_unitario,importo
SAR24_AT.0004.0001.0003,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario vario,BETONIERA FISSA A TAMBURO ROTANTE ad inversione di marcia. con tramoggia di carico con sollevamento a funi. con motore elettrico. compresi i consumi di f e m e gli oneri di manutenzione. escluso l’operatore capacità litri 1000. resa l700. HP 15.5
SAR24_AT.0004.0001.0004,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario vario,BETONIERA FISSA A TAMBURO ROTANTE ad inversione di marcia. con tramoggia di carico con sollevamento idraulico. con motore Diesel. compresi i consumi e gli oneri di manutenzione. escluso l’operatore capacità  litri 500. resa l350. HP 17
SAR24_AT.0004.0001.0005,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario vario,BETONIERA A BICCHIERE con motore elettrico da 1.5 HP. capacità litri 300. resa litri 220.  compresi i consumi di f e m e gli oneri di manutenzione. escluso l’operatore
SAR24_AT.0004.0001.0006,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario vario,MOLAZZA PER MALTE con motore elettrico a doppia trasmissione. con vasca a fondo rinforzato.  compresi i consumi e gli oneri di manutenzione ma escluso l’operatore vasca da l500 peso macine Kg250 kW 4
SAR24_AT.0004.0001.0007,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario vario,GRUPPO ELETTROGENO carrellato. con motore Diesel.  compresi i consumi. gli oneri di manutenzione  potenza 32 KVA a 230/400 V con HP 34
SAR24_AT.0004.0001.0008,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario vario,GRUPPO ELETTROGENO con motore a Benzina e telaio tubolare.  compresi i consumi. gli oneri di manutenzione potenza max 3 KVA a 230
SAR24_AT.0004.0002.0001,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario per sollevamento materiale,GRU A TORRE ad azionamento elettrico. già funzionante in cantiere. in postazione fissa o traslabile su binario. escluso il manovratore. i consumi di fe m. e gli oneri di manutenzione ma compresa assicurazione altezza 18 m. sbraccio 20 m. portata 600/800 Kg
SAR24_AT.0004.0002.0002,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario per sollevamento materiale,GRU A TORRE ad azionamento elettrico. già funzionante in cantiere. in postazione fissa o traslabile su binario. escluso il manovratore. i consumi di fe m. e gli oneri di manutenzione ma compresa assicurazione altezza 32 m. sbraccio 30 m. portata 800/1000 Kg
SAR24_AT.0004.0002.0003,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario per sollevamento materiale,AUTOGRU TELESCOPICA AUTOCARRATA esclusi il conducente/operatore. consumi di carburante e lubrificanti. ricambi. manutenzione. ma compresi assicurazione e bollo con braccio fino a 25 m e portata 30 t
SAR24_AT.0004.0002.0004,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario per sollevamento materiale,AUTOGRU TELESCOPICA AUTOCARRATA esclusi il conducente/operatore. consumi di carburante e lubrificanti. ricambi. manutenzione. ma compresi assicurazione e bollo con braccio fino a 22 m e portata 20 t
SAR24_AT.0004.0002.0005,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario per sollevamento materiale,SOLLEVATORE TELESCOPICO FRONTALE con forche o cestello aereo. già esistente in cantiere. esclusi l’operatore e i consumi di carburante. lubrificanti. ricambi. manutenzione ma compresa l’assicurazione. portata 3 t a 13 m di altezza. sbraccio 11 m
SAR24_AT.0004.0002.0006,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario per sollevamento materiale,GRU A TORRE ad azionamento elettrico. già funzionante in cantiere. in postazione fissa o traslabile su binario. escluso il manovratore. i consumi di fe m. e gli oneri di manutenzione ma compresa assicurazione altezza 38 m. sbraccio 38 m. portata 1000 Kg
SAR24_AT.0004.0002.0007,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario per sollevamento materiale,AUTOGRU TELESCOPICA AUTOCARRATA escluso il conducente/operatore. consumi di carburante e lubrificanti. ricambi. manutenzione. ma compresi assicurazione e bollo con braccio fino a 40 m e portata 100 t
SAR24_AT.0004.0002.0008,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario per sollevamento materiale,AUTOGRU TELESCOPICA AUTOCARRATA esclusi il conducente/operatore. consumi di carburante e lubrificanti. ricambi. manutenzione. ma compresi assicurazione e bollo con braccio fino a 32 m e portata 40 t
SAR24_AT.0004.0003.0001,AT,NOLO MACCHINARI E ATTREZZATURE,Attrezzatura di perforazione ed iniezione,ATTREZZATURA DI PERFORAZIONE di pali di fondazione. per l’esecuzione a percussione senza asportazione del nucleo. per diametri fino a 600 mm. montata su escavatore attrezzato a traliccio di adeguata potenza. già funzionante in cantiere. compreso l’operatore. i consumi di carburanti e lubrificanti. i ricambi e gli oneri di manutenzione e l’assicurazione
SAR24_AT.0004.0003.0002,AT,NOLO MACCHINARI E ATTREZZATURE,Attrezzatura di perforazione ed iniezione,ATTREZZATURA DI PERFORAZIONE di pali di fondazione per l’esecuzione a rotazione. per diametri da 600 a 1500 mm. montata su escavatore attrezzato di adeguata potenza. già funzionante in cantiere. compreso l'operatore. i consumi di carburanti e lubrificanti. i ricambi e gli oneri di manutenzione e l’assicurazione
SAR24_AT.0004.0003.0003,AT,NOLO MACCHINARI E ATTREZZATURE,Attrezzatura di perforazione ed iniezione,ATTREZZATURA SEMOVENTE DI PERFORAZIONE di micropali. per l’esecuzione a rotazione a distruzione di nucleo. per diametri fino a 220 mm. con motore Diesel. già funzionante in cantiere. escluso il consumo di aste. manicotti e punte. gli operatori addetti. i consumi di carburanti e lubrificanti. i ricambi e gli oneri di manutenzione. ma compresa l’assicurazione
SAR24_AT.0004.0003.0004,AT,NOLO MACCHINARI E ATTREZZATURE,Attrezzatura di perforazione ed iniezione,ATTREZZATURA DI PERFORAZIONE ED INIEZIONE per consolidamenti colonnari tipo JET- GROUTING semovente. già funzionante in cantiere. esclusi gli operatori. i consumi di carburanti e lubrificanti. i ricambi e gli oneri di manutenzione e compreso l’assicurazione
SAR24_AT.0004.0003.0005,AT,NOLO MACCHINARI E ATTREZZATURE,Attrezzatura di perforazione ed iniezione,ATTREZZATURA PER INIEZIONI di miscele cementizie. a doppio pistone ed azionamento ad aria compressa. completa di miscelatore azionato da motore elettrico. completa di m 50 di tubazione. escluse le valvole per i tubi. già funzionante in cantiere. escluso gli operatori addetti. i consumi. i ricambi e gli oneri di manutenzione. ma compresa l’assicurazione
SAR24_AT.0004.0004.0001,AT,NOLO MACCHINARI E ATTREZZATURE,Attrezzatura vibrante,ATTREZZATURA VIBRANTE per infissione e svellimento di palancole metalliche montata su escavatore peso 150 qli (122 HP). già funzionante in cantiere. compreso l’operatore addetto. i consumi. i ricambi e gli oneri di manutenzione e l’assicurazione
SAR24_AT.0004.0005.0001,AT,NOLO MACCHINARI E ATTREZZATURE,Spruzzatrice per gunite,SPRUZZATRICE PER GUNITE (SPRITZ-BETON) azionata da motore elettrico da 37 KW. dotata di tramoggia per la miscela. di serbatoio per silicati. di pompe per acqua e per acceleranti. di tubazione e lancia. per produzioni fino a 25 m³/ora e spinta sul calcestruzzo fino a 70 BAR. già funzionante in cantiere. escluso gli operatori addetti. i consumi. i ricambi e gli oneri di manutenzione. ma compresa l’assicurazione
SAR24_AT.0004.0006.0001,AT,NOLO MACCHINARI E ATTREZZATURE,Attrezzatura battipalo,ATTREZZATURA BATTIPALO per l’infissione di pali prefabbricati in CAC montata su escavatore attrezzato a traliccio. di adeguata potenza. questo compreso già funzionante in cantiere. compreso l’operatore. i consumi di carburanti e lubrificanti. i ricambi e gli oneri di manutenzione e l’assicurazione
SAR24_AT.0004.0007.0001,AT,NOLO MACCHINARI E ATTREZZATURE,Attrezzatura per diaframmi,ATTREZZATURA PER DIAFRAMMI montato su escavatore cingolato. questo compreso già funzionante in cantiere. compreso l'operatore. i consumi. i ricambi e gli oneri di manutenzione
SAR24_AT.0004.0008.0001,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario per movimento materie e scavi,"""MACCHINA SPINGITUBO per scavo di cunicolo e di spinta del controtubo per attraversamenti con utilizzo di tecnologia """"Spingitubo Oleodinamica a coclee elicoidali"""" per tubi in acciaio del diametro dal Dn 300 al Dn 1500 mm. costituita da adeguata centralina idraulica. macchina spingitubo. coclea di estrazione e fresa a tutto diametro. già funzionante in cantiere. escluso gli operatori addetti. ma compresi i consumi. i ricambi. le assicurazioni. gli oneri di manutenzione ed il materiale di consumo"""
SAR24_AT.0004.0008.0002,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario per movimento materie e scavi,MACCHINA SPINGITUBO oleodinamica. dotata di sistema di spinta mediante martinetti idraulici di adeguata portata al diametro ed allo sforzo di spinta utilizzata per tubi di diametro ø 1600-2800 Sistema di smarino meccanico ottenuto attraverso nastro trasportatore/carrello elettrico. già funzionante in cantiere.compreso operatori addetti. i consumi. i ricambi le assicurazioni e gli oneri di manutenzione
SAR24_AT.0004.0008.0003,AT,NOLO MACCHINARI E ATTREZZATURE,Macchinario per movimento materie e scavi,NASTRO TRASPORTATORE CARRELLATO con motore elettrico e telo in gomma antiabrasione. compresi i consumi di fem. i ricambi e gli oneri di manutenzione. dimensioni: lunghezza m15.00. telo m0.45-0.50
SAR24_AT.0004.0009.0001,AT,NOLO MACCHINARI E ATTREZZATURE,Compressore e motocompressore,MOTOCOMPRESSORE D’ARIA rotativo. con resa d’aria di 3000 l/min. già esistente in cantiere. esclusi l’intervento saltuario del motorista. i consumi di carburante. lubrificanti. ricambi. manutenzione MACCHINA CON 1 MARTELLO demolitore o perforatore. escluso l’OPERAIO ADDETTO a quest’ultimo
SAR24_AT.0004.0009.0002,AT,NOLO MACCHINARI E ATTREZZATURE,Compressore e motocompressore,MOTOCOMPRESSORE D’ARIA rotativo. con resa d’aria di 3000 l/min. già esistente in cantiere. esclusi l’intervento saltuario del motorista. i consumi di carburante. lubrificanti. ricambi. manutenzione MACCHINA CON DUE MARTELLI demolitori o perforatori. esclusi gli OPERAI ADDETTI a questi ultimi
SAR24_AT.0004.0009.0003,AT,NOLO MACCHINARI E ATTREZZATURE,Compressore e motocompressore,MOTOCOMPRESSORE D’ARIA rotativo. con resa d’aria di 3000 l/min. già esistente in cantiere. compresi i consumi di carburante. lubrificanti. ricambi
SAR24_AT.0004.0009.0004,AT,NOLO MACCHINARI E ATTREZZATURE,Compressore e motocompressore,MOTOCOMPRESSORE D’ARIA rotativo. con resa d’aria di 5000 l/min. già esistente in cantiere. compresi i consumi di carburante. lubrificanti. ricambi
SAR24_AT.0005.0001.0001,AT,NOLI CON ONERI,Macchinario vario,MACCHINARIO VARIO già esistente in cantiere TRAPANO elettrico vibrante. per murature e calcestruzzi
SAR24_AT.0005.0001.0002,AT,NOLI CON ONERI,Macchinario vario,MACCHINARIO VARIO già esistente in cantiere VIBRATORE ad ago a immersione per calcestruzzi
SAR24_AT.0005.0001.0003,AT,NOLI CON ONERI,Macchinario vario,MACCHINARIO VARIO già esistente in cantiere SEGA CIRCOLARE elettrica a banco
SAR24_AT.0005.0001.0004,AT,NOLI CON ONERI,Macchinario vario,MACCHINARIO VARIO già esistente in cantiere SALDATRICE elettrica. esclusi gli elettrodi
SAR24_AT.0005.0001.0005,AT,NOLI CON ONERI,Macchinario vario,MARTELLO DEMOLITORE IDRAULICO montato su macchina operatrice. questa esclusa. ma compresi ricambi e consumi peso kg 80/100
SAR24_AT.0005.0001.0006,AT,NOLI CON ONERI,Macchinario vario,MARTELLO DEMOLITORE IDRAULICO montato su macchina operatrice. questa esclusa. ma compresi ricambi e consumi peso kg 300
SAR24_AT.0005.0001.0007,AT,NOLI CON ONERI,Macchinario vario,MARTELLO DEMOLITORE IDRAULICO montato su macchina operatrice. questa esclusa. ma compresi ricambi e consumi peso kg 500
SAR24_AT.0005.0001.0008,AT,NOLI CON ONERI,Macchinario vario,MARTELLO DEMOLITORE IDRAULICO montato su macchina operatrice. questa esclusa. ma compresi ricambi e consumi peso kg 900
SAR24_AT.0005.0001.0009,AT,NOLI CON ONERI,Macchinario vario,MARTELLO DEMOLITORE IDRAULICO montato su macchina già esistente in cantiere. questa compresa. compresi l’operatore e i consumi di carburante. lubrificanti. ricambi. manutenzione e assicurazione peso Kg300 montato su TERNA
SAR24_AT.0005.0001.0010,AT,NOLI CON ONERI,Macchinario vario,MARTELLO DEMOLITORE IDRAULICO montato su macchina già esistente in cantiere. questa compresa. compresi l’operatore e i consumi di carburante. lubrificanti. ricambi. manutenzione e assicurazione peso Kg500 montato su ESCAVATORE DA 122 HP
SAR24_AT.0005.0001.0011,AT,NOLI CON ONERI,Macchinario vario,MARTELLO DEMOLITORE IDRAULICO montato su macchina già esistente in cantiere. questa compresa. compresi l’operatore e i consumi di carburante. lubrificanti. ricambi. manutenzione e assicurazione peso Kg 900 montato su ESCAVATORE da 154 HP
SAR24_AT.0005.0001.0012,AT,NOLI CON ONERI,Macchinario vario,SEGA A DISCO. SEMOVENTE. PER TAGLIO DI PAVIMENTAZIONI IN ASFALTO O CALCESTRUZZO. con profondità di taglio fino a 18 cm. compreso operatore. consumo dischi. carburanti e lubrificanti
SAR24_AT.0005.0001.0013,AT,NOLI CON ONERI,Macchinario vario,MARTELLO DEMOLITORE elettrico  dal peso di circa 10 kg e potenza nominale circa 1500 W
SAR24_AT.0005.0001.0014,AT,NOLI CON ONERI,Macchinario vario,MOTOTRONCATRICE O TAGLIAMURO con motore a scoppio o elettrico. compreso il disco da taglio di diametro circa 350 mm
SAR24_AT.0005.0002.0001,AT,NOLI CON ONERI,Motopompa o elettropompa,"""MOTOPOMPA O ELETTROPOMPA da 6"""" per impianto WELLPOINT. da 20/25 HP. del tipo ad aspirazione ad alto vuoto. con portata oraria di m³ 100. già funzionante in cantiere. escluso l’operatore. ma compresi i consumi. i ricambi e gli oneri di manutenzione a giorno solare"""
SAR24_AT.0005.0002.0002,AT,NOLI CON ONERI,Motopompa o elettropompa,MOTOPOMPA o elettropompa. di prevalenza fino a 20 m. per esaurimento di acque chiare COMPRESI consumi. dotazioni ed ESCLUSO il personale addetto con bocca erogazione fino a 100 mm
SAR24_AT.0005.0002.0003,AT,NOLI CON ONERI,Motopompa o elettropompa,MOTOPOMPA o elettropompa. di prevalenza fino a 25 m. per esaurimento di acque chiare COMPRESI consumi. dotazioni ed ESCLUSO il personale addetto con bocca erogazione SINO A 150 mm
SAR24_AT.0005.0002.0004,AT,NOLI CON ONERI,Motopompa o elettropompa,MOTOPOMPA o elettropompa. di prevalenza fino a 20 m. per esaurimento di acque chiare COMPRESI consumi. dotazioni ed ESCLUSO il personale addetto con bocca erogazione SINO A 200 mm
SAR24_AT.0005.0002.0005,AT,NOLI CON ONERI,Motopompa o elettropompa,MOTOPOMPA o elettropompa. di prevalenza fino a 25 m. per esaurimento di acque chiare COMPRESI consumi. dotazioni ed ESCLUSO  il personale addetto con bocca erogazione SINO A 250 mm
SAR24_AT.0005.0002.0006,AT,NOLI CON ONERI,Motopompa o elettropompa,MOTOPOMPA o elettropompa. di prevalenza fino a 20 m. per esaurimento di acque chiare COMPRESI consumi. dotazioni ed ESCLUSO il personale addetto con bocca erogazione SINO A 300 mm
SAR24_AT.0005.0003.0001,AT,NOLI CON ONERI,Macchinario per sollevamento materiale,GRU A TORRE ad azionamento elettrico. già funzionante in cantiere. in postazione fissa o traslabile su binario. compreso il manovratore. i consumi di fem. gli oneri di manutenzione e l’assicurazione altezza 18 m. sbraccio 20 m. portata 600/ 800 Kg
SAR24_AT.0005.0003.0002,AT,NOLI CON ONERI,Macchinario per sollevamento materiale,GRU A TORRE ad azionamento elettrico. già funzionante in cantiere. in postazione fissa o traslabile su binario. compreso il manovratore. i consumi di fem. gli oneri di manutenzione e l’assicurazione altezza 32 m. sbraccio 30 m. portata 800/ 1000 Kg
SAR24_AT.0005.0003.0003,AT,NOLI CON ONERI,Macchinario per sollevamento materiale,SOLLEVATORE TELESCOPICO FRONTALE con forche o cestello aereo. già esistente in cantiere. compresi l’operatore e i consumi di carburante. lubrificanti. ricambi. manutenzione e assicurazione portata 3.0 t. sbraccio 11 m
SAR24_AT.0005.0003.0004,AT,NOLI CON ONERI,Macchinario per sollevamento materiale,AUTOGRU TELESCOPICA AUTOCARRATA compresi il conducente/operatore. consumi di carburante e lubrificanti. ricambi. manutenzione. assicurazione e bollo con braccio fino a 25 m e portata 30 t
SAR24_AT.0005.0003.0005,AT,NOLI CON ONERI,Macchinario per sollevamento materiale,AUTOGRU TELESCOPICA AUTOCARRATA compresi il conducente/operatore. consumi di carburante e lubrificanti. ricambi. manutenzione. assicurazione e bollo con braccio fino a 22 m e portata 20 t
SAR24_AT.0005.0003.0006,AT,NOLI CON ONERI,Macchinario per sollevamento materiale,GRU A TORRE ad azionamento elettrico. già funzionante in cantiere. in postazione fissa o traslabile su binario. compreso il manovratore. i consumi di fem. gli oneri di manutenzione e l’assicurazione altezza 38 m. sbraccio 38 m. portata 1000 Kg
SAR24_AT.0005.0003.0007,AT,NOLI CON ONERI,Macchinario per sollevamento materiale,Argano a frizione. provvisto di funi e di tutti gli accessori per il funzionamento. compresa la manodopera per il funzionamento Con motore da 2 hp
SAR24_AT.0005.0003.0008,AT,NOLI CON ONERI,Macchinario per sollevamento materiale,AUTOGRU TELESCOPICA AUTOCARRATA compresi il conducente/operatore. consumi di carburante e lubrificanti. ricambi. manutenzione. assicurazione e bollo con braccio fino a 32 m e portata 40 t
SAR24_AT.0005.0003.0009,AT,NOLI CON ONERI,Macchinario per sollevamento materiale,AUTOGRU TELESCOPICA AUTOCARRATA compresi il conducente/operatore. consumi di carburante e lubrificanti. ricambi. manutenzione. assicurazione e bollo con braccio fino a 40 m e portata 100 t
SAR24_AT.0005.0004.0001,AT,NOLI CON ONERI,Attrezzatura di perforazione ed iniezione,ATTREZZATURA DI PERFORAZIONE di pali di fondazione. per l’esecuzione a percussione senza asportazione del nucleo. per diametri fino a 600 mm. montata su escavatore attrezzato a traliccio di adeguata potenza. già funzionante in cantiere. escluso l’operatore. ma compresi i consumi di carburanti e lubrificanti. i ricambi e gli oneri di manutenzione e l’assicurazione
SAR24_AT.0005.0004.0002,AT,NOLI CON ONERI,Attrezzatura di perforazione ed iniezione,ATTREZZATURA DI PERFORAZIONE di pali di fondazione per l’esecuzione a rotazione. per diametri da 600 a 1500 mm. montata su escavatore attrezzato di adeguata potenza. già funzionante in cantiere. esclusi gli operatori. ma compresi i consumi di carburanti e lubrificanti. i ricambi e gli oneri di manutenzione e l’assicurazione
SAR24_AT.0005.0004.0003,AT,NOLI CON ONERI,Attrezzatura di perforazione ed iniezione,ATTREZZATURA DI PERFORAZIONE ED INIEZIONE per consolidamenti colonnari tipo JET- GROUTING semovente. già funzionante in cantiere. esclusi gli operatori. ma compreso i consumi di carburanti e lubrificanti. i ricambi e gli oneri di manutenzione e l’assicurazione
SAR24_AT.0005.0004.0004,AT,NOLI CON ONERI,Attrezzatura di perforazione ed iniezione,ATTREZZATURA PER INIEZIONI di miscele cementizie. a doppio pistone ed azionamento ad aria compressa. completa di miscelatore azionato da motore elettrico. completa di m 50 di tubazione. escluse le valvole per i tubi. già funzionante in cantiere. escluso l’operatore. ma compresi i consumi. i ricambi e gli oneri di manutenzione e l’assicurazione
